"First author","Study accession","Publication date",Journal,Title,"Reported trait",Trait(s),"Background trait(s)","Discovery sample number and ancestry","Replication sample number and ancestry","Association count","Summary statistics"
"Backman JD",GCST90079648,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 D05: Carcinoma in situ of breast","breast carcinoma",'-,"211623 European",'-,0,"FTP Download"
"Haryono SJ",GCST002735,2015-01-01,"Asian Pac J Cancer Prev","A pilot genome-wide association study of breast cancer susceptibility loci in Indonesia.","Breast cancer","breast carcinoma",'-,"135 Asian unspecified",'-,2,NA
"Chen F",GCST001648,2012-08-25,"Hum Genet","A genome-wide association study of breast cancer in women of African ancestry.","Breast cancer","breast carcinoma",'-,"5761 African American or Afro-Caribbean","14579 African American or Afro-Caribbean",1,NA
"Michailidou K",GCST004988,2017-10-23,Nature,"Association analysis identifies 65 new breast cancer risk loci.","Breast cancer","breast carcinoma",'-,"139274 European","89677 European14068 East Asian",803,"FTP Download&nbsp;&nbsp;or&nbsp;&nbsp;API access"
"Milne RL",GCST005077,2017-10-23,"Nat Genet","Identification of ten variants associated with risk of estrogen-receptor-negative breast cancer.","Breast cancer","breast carcinoma",'-,"87827 European","53143 European",10,NA
"Milne RL",GCST005075,2017-10-23,"Nat Genet","Identification of ten variants associated with risk of estrogen-receptor-negative breast cancer.","Breast Cancer in BRCA1 mutation carriers","breast carcinoma","carrier status","15566 European","3342 European",10,NA
"Morton LM",GCST005110,2017-11-01,"J Natl Cancer Inst","Genome-Wide Association Study to Identify Susceptibility Loci That Modify Radiation-Related Risk for Breast Cancer After Childhood Cancer.","Breast cancer in childhood cancer survivors treated with less than 10 gray radiotherapy","breast carcinoma","childhood cancer","2213 European",'-,3,NA
"Morton LM",GCST005111,2017-11-01,"J Natl Cancer Inst","Genome-Wide Association Study to Identify Susceptibility Loci That Modify Radiation-Related Risk for Breast Cancer After Childhood Cancer.","Breast cancer in childhood cancer survivors","breast carcinoma","childhood cancer","2981 European",'-,5,NA
"Ahmed S",GCST004948,2009-05-01,"Nat Genet","Newly discovered breast cancer susceptibility loci on 3p24 and 17q23.2.","Breast cancer","breast carcinoma",'-,"754 European","80356 European4631 East Asian",2,NA
"Ahmed S",GCST004949,2009-05-01,"Nat Genet","Newly discovered breast cancer susceptibility loci on 3p24 and 17q23.2.","Breast cancer","breast carcinoma",'-,"754 European","23660 European",1,NA
"Huo D",GCST003782,2016-09-04,"Hum Mol Genet","Genome-wide association studies in women of African ancestry identified 3q26.21 as a novel susceptibility locus for oestrogen receptor negative breast cancer.","Breast cancer","breast carcinoma",'-,"1335 Sub-Saharan African8112 African American or Afro-Caribbean","4923 African American or Afro-Caribbean",2,NA
"Cai Q",GCST002537,2014-07-20,"Nat Genet","Genome-wide association analysis in East Asians identifies breast cancer susceptibility loci at 1q32.1, 5q14.3 and 15q26.1.","Breast cancer","breast carcinoma",'-,"9450 East Asian","37511 East Asian57338 European",4,NA
"Palomba G",GCST002895,2015-05-10,"BMC Cancer","Genome-wide association study of susceptibility loci for breast cancer in Sardinian population.","Breast cancer","breast carcinoma",'-,"3025 European","124013 European",2,NA
"Michailidou K",GCST004950,2015-04-01,"Nat Genet","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","breast carcinoma",'-,"33864 European","89677 European",88,NA
"Michailidou K",GCST007236,2015-04-01,"Nat Genet","Genome-wide association analysis of more than 120,000 individuals identifies 15 new susceptibility loci for breast cancer.","Breast cancer","breast carcinoma",'-,"89677 European",'-,74,"FTP Download&nbsp;&nbsp;or&nbsp;&nbsp;API access"
"Low SK",GCST009665,2019-11-22,"Sci Rep","Identification of two novel breast cancer loci through large-scale genome-wide association study in the Japanese population.","Breast cancer","breast carcinoma",'-,"28599 East Asian","2375 East Asian",25,NA
"Shu X",GCST90090980,2020-03-05,"Nat Commun","Identification of novel breast cancer susceptibility loci in meta-analyses conducted among Asian and European descendants.","Breast cancer","breast carcinoma",'-,"48981 East Asian228951 European","21825 East Asian11642 Asian unspecified",151,NA
"Shu X",GCST90091211,2020-03-05,"Nat Commun","Identification of novel breast cancer susceptibility loci in meta-analyses conducted among Asian and European descendants.","Breast cancer","breast carcinoma",'-,"70806 East Asian11642 Asian unspecified",'-,8,NA
"Bensen JT",GCST010347,2018-06-05,"Breast Cancer Res","A survey of microRNA single nucleotide polymorphisms identifies novel breast cancer susceptibility loci in a case-control, population-based study of African-American women.","Breast cancer","breast carcinoma",'-,"8350 African American or Afro-Caribbean",'-,1,NA
"Hu J",GCST011433,2020-08-17,"Genet Epidemiol","Supervariants identification for breast cancer.","Breast cancer","breast carcinoma",'-,"33904 European",'-,8,NA
"Zhang H",GCST010098,2020-05-18,"Nat Genet","Genome-wide association study identifies 32 novel breast cancer susceptibility loci from overall and subtype-specific analyses.","Breast cancer","breast carcinoma",'-,"247173 European",'-,29,NA
"Zhang H",GCST010099,2020-05-18,"Nat Genet","Genome-wide association study identifies 32 novel breast cancer susceptibility loci from overall and subtype-specific analyses.","Invasive breast cancer","breast carcinoma",'-,"197755 European",'-,22,NA
"Ishigaki K",GCST90013695,2020-06-08,"Nat Genet","Large-scale genome-wide association study in a Japanese population identifies novel susceptibility loci across different diseases.","Breast cancer","breast carcinoma",'-,"95283 East Asian",'-,9,NA
"Rashkin SR",GCST90011804,2020-09-04,"Nat Commun","Pan-cancer study detects genetic risk variants and shared genetic basis in two large cohorts.","Breast cancer","breast carcinoma",'-,"428231 European",'-,77,"FTP Download"
"Jiang L",GCST90041886,2021-11-04,"Nat Genet","A generalized linear mixed model association tool for biobank-scale data. ","Cancer code, self-reported: breast cancer (UKB data field 20001_1002)","breast carcinoma",'-,"456276 European",'-,2,"FTP Download"
"Jiang L",GCST90041834,2021-11-04,"Nat Genet","A generalized linear mixed model association tool for biobank-scale data. ","Breast cancer [female] (PheCode 174.1)","breast carcinoma",'-,"456348 European",'-,0,"FTP Download"
"Adedokun B",GCST90026461,2021-07-07,"Nat Commun","Cross-ancestry GWAS meta-analysis identifies six breast cancer loci in African and European ancestry women.","Breast cancer","breast carcinoma",'-,"19434 African unspecified228951 European",'-,6,NA
"Adedokun B",GCST90026464,2021-07-07,"Nat Commun","Cross-ancestry GWAS meta-analysis identifies six breast cancer loci in African and European ancestry women.","Breast cancer","breast carcinoma",'-,"19434 African unspecified",'-,0,NA
"Adedokun B",GCST90026467,2021-07-07,"Nat Commun","Cross-ancestry GWAS meta-analysis identifies six breast cancer loci in African and European ancestry women.","Breast cancer","breast carcinoma",'-,"228951 European",'-,6,NA
"Hunter DJ",GCST000036,2007-05-27,"Nat Genet","A genome-wide association study identifies alleles in FGFR2 associated with risk of sporadic postmenopausal breast cancer.","Breast cancer","breast carcinoma",'-,"2287 European","2352 European896 Other",1,NA
"Zheng W",GCST000343,2009-02-15,"Nat Genet","Genome-wide association study identifies a new breast cancer susceptibility locus at 6q25.1.","Breast cancer","breast carcinoma",'-,"3027 East Asian","7502 East Asian3057 European",1,NA
"Jiang L",GCST90043928,2021-11-04,"Nat Genet","A generalized linear mixed model association tool for biobank-scale data. ","ICD10 D05.9: Unspecified type of carcinoma in situ of breast","breast carcinoma",'-,"247540 European",'-,0,"FTP Download"
"Ahmed M",GCST90102437,2022-06-21,"Commun Biol","Considering hormone-sensitive cancers as a single disease in the UK biobank reveals shared aetiology.","Postmenopausal breast cancer","breast carcinoma",'-,"230297 European",'-,0,"FTP Download"
"Barnekow E",GCST90104709,2022-02-25,"Cancers (Basel)","A Swedish Genome-Wide Haplotype Association Analysis Identifies a Novel Breast Cancer Susceptibility Locus in 8p21.2 and Characterizes Three Loci on Chromosomes 10, 11 and 16.","Breast cancer","breast carcinoma",'-,"8221 European",'-,3,NA
"Xu JK",GCST012281,2021-03-22,"Chin Med J (Engl)","Genome-wide long non-coding RNA association study on Han Chinese women identifies lncHSAT164 as a novel susceptibility gene for breast cancer.","Breast cancer","breast carcinoma",'-,"2753 East Asian","9189 East Asian",4,NA
"Brandes N",GCST90027052,2021-07-21,"Sci Rep","Genetic association studies of alterations in protein function expose recessive effects on cancer predisposition.","Breast cancer","breast carcinoma",'-,"149186 European",'-,58,NA
"Sakaue S",GCST90018799,2021-09-30,"Nat Genet","A cross-population atlas of genetic associations for 220 human phenotypes.","Breast cancer","breast carcinoma",'-,"257730 European79550 East Asian",'-,46,"FTP Download"
"Sakaue S",GCST90018579,2021-09-30,"Nat Genet","A cross-population atlas of genetic associations for 220 human phenotypes.","Breast cancer","breast carcinoma",'-,"79550 East Asian",'-,8,"FTP Download"
"Pande M",GCST006035,2018-04-26,"PLoS One","Genetic susceptibility markers for a breast-colorectal cancer phenotype: Exploratory results from genome-wide association studies.","Breast cancer and/or colorectal cancer","colorectal cancer, breast carcinoma",'-,"2754 European",'-,18,NA
"Hein R",GCST001869,2013-02-20,"Breast Cancer Res Treat","A genome-wide association study to identify genetic susceptibility loci that modify ductal and lobular postmenopausal breast cancer risk associated with menopausal hormone therapy use: a two-stage design with replication.","Breast cancer (menopausal hormone therapy interaction)","breast carcinoma, hormone replacement therapy",'-,"731 European","16093 European, East Asian",0,NA
"Rafiq S",GCST002727,2014-12-19,"PLoS One","A genome wide meta-analysis study for identification of common variation associated with breast cancer prognosis.","Breast cancer (survival)","survival time, breast carcinoma",'-,"1341 European","1523 European",3,NA
"Morra A",GCST90029042,2021-08-18,"Breast Cancer Res","Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.","15-year breast cancer-specific survival","survival time, breast carcinoma",'-,"91686 European",'-,0,NA
"Morra A",GCST90029043,2021-08-18,"Breast Cancer Res","Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.","15-year breast cancer-specific survival (<40 years)","survival time, breast carcinoma",'-,"7281 European",'-,0,NA
"Morra A",GCST90029044,2021-08-18,"Breast Cancer Res","Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.","15-year breast cancer-specific survival (grade 3 tumor)","survival time, breast carcinoma",'-,"22737 European",'-,2,NA
"Song N",GCST002847,2015-04-13,"PLoS One","Prediction of breast cancer survival using clinical and genetic markers by tumor subtypes.","Disease-free survival in breast cancer","disease free survival, breast carcinoma",'-,"1732 East Asian","1494 East Asian",2,NA
"Rudolph A",GCST002265,2013-11-04,"Endocr Relat Cancer","Genetic modifiers of menopausal hormone replacement therapy and breast cancer risk: a genome-wide interaction study.","Breast cancer (menopausal hormone therapy interaction)","breast carcinoma, hormone replacement therapy",'-,"2920 European","16955 European",2,NA
"Kadalayil L",GCST005106,2017-11-21,"Nat Commun","Germline variation in ADAMTSL1 is associated with prognosis following breast cancer treatment in young women.","Breast cancer (survival)","survival time, breast carcinoma",'-,"4739 European","2 NR1301 European",0,NA
"Morton LM",GCST005112,2017-11-01,"J Natl Cancer Inst","Genome-Wide Association Study to Identify Susceptibility Loci That Modify Radiation-Related Risk for Breast Cancer After Childhood Cancer.","Breast cancer in childhood cancer survivors treated with more than 10 gray radiotherapy","response to radiation, breast carcinoma","childhood cancer","624 European",'-,3,NA
"Peng C",GCST004837,2017-07-31,"Calcif Tissue Int","Enhanced Identification of Potential Pleiotropic Genetic Variants for Bone Mineral Density and Breast Cancer.","Lumbar spine bone mineral density or breast cancer (pleiotropy)","breast carcinoma, spine bone mineral density",'-,"53236 NR5152 East Asian",'-,0,NA
"Peng C",GCST004836,2017-07-31,"Calcif Tissue Int","Enhanced Identification of Potential Pleiotropic Genetic Variants for Bone Mineral Density and Breast Cancer.","Femoral neck bone mineral density or breast cancer (pleiotropy)","breast carcinoma, femoral neck bone mineral density",'-,"5152 East Asian53236 NR",'-,0,NA
"Escala-Garcia M",GCST90061436,2021-10-05,"Sci Rep","Germline variants and breast cancer survival in patients with distant metastases at primary breast cancer diagnosis.","Breast cancer-specific survival","survival time, breast carcinoma",'-,"1062 European","293 European",0,NA
"Zhu Q",GCST90104804,2022-03-23,"NPJ Breast Cancer","UACA locus is associated with breast cancer chemoresistance and survival.","Overall survival in breast cancer","overall survival, breast carcinoma",'-,"2801 European",'-,0,NA
"Zhu Q",GCST90104805,2022-03-23,"NPJ Breast Cancer","UACA locus is associated with breast cancer chemoresistance and survival.","Overall survival in breast cancer","overall survival, breast carcinoma",'-,"2801 European450 East Asian392 Hispanic or Latin American330 African American or Afro-Caribbean",'-,1,NA
"Xin J",GCST90140997,2022-08-10,"Nucleic Acids Res","SUMMER: a Mendelian randomization interactive server&nbsp;to systematically evaluate the causal effects of risk factors and circulating biomarkers on pan-cancer survival.","Overall survival in breast cancer","overall survival, breast carcinoma",'-,"4350 European",'-,0,NA
"Xin J",GCST90141014,2022-08-10,"Nucleic Acids Res","SUMMER: a Mendelian randomization interactive server&nbsp;to systematically evaluate the causal effects of risk factors and circulating biomarkers on pan-cancer survival.","Breast cancer specific survival","survival time, breast carcinoma",'-,"4350 European",'-,0,NA
"Wu X",GCST90134420,2022-07-01,"Am J Hum Genet","Investigating the shared genetic architecture of uterine leiomyoma and breast cancer: A genome-wide cross-trait analysis.","Uterine leiomyoma or breast cancer (pleiotropy)","Uterine leiomyoma, breast carcinoma",'-,"550152 European",'-,29,NA
"Shu XO",GCST001373,2012-01-09,"Cancer Res","Novel genetic markers of breast cancer survival identified by a genome-wide association study.","Breast cancer (survival)","event free survival time, survival time, breast carcinoma",'-,"1950 East Asian","4160 East Asian",3,NA
"Morra A",GCST90029053,2021-08-18,"Breast Cancer Res","Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.","15-year breast cancer-specific survival (treated with tamoxifen)","response to tamoxifen, survival time, breast carcinoma",'-,"17327 European",'-,0,NA
"Morra A",GCST90029054,2021-08-18,"Breast Cancer Res","Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.","15-year breast cancer-specific survival (treated with aromatase inhibitor)","survival time, response to aromatase inhibitor, breast carcinoma",'-,"9041 European",'-,0,NA
"Morra A",GCST90029055,2021-08-18,"Breast Cancer Res","Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.","15-year breast cancer-specific survival (treated with Cyclophosphamide Methotrexate Fluorouracil (CMF)-like chemotherapy regimen)","survival time, response to combination chemotherapy, breast carcinoma",'-,"2663 European",'-,0,NA
"Morra A",GCST90029056,2021-08-18,"Breast Cancer Res","Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.","15-year breast cancer-specific survival (treated with taxane)","survival time, breast carcinoma, response to taxane",'-,"5545 European",'-,0,NA
"Morra A",GCST90029057,2021-08-18,"Breast Cancer Res","Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.","15-year breast cancer-specific survival (treated with anthracyclines)","survival time, breast carcinoma, response to anthracycline-based chemotherapy",'-,"11183 European",'-,1,NA
"Morra A",GCST90029062,2021-08-18,"Breast Cancer Res","Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.","5-year breast cancer-specific survival (treated with tamoxifen)","response to tamoxifen, survival time, breast carcinoma",'-,"16279 European",'-,1,NA
"Morra A",GCST90029063,2021-08-18,"Breast Cancer Res","Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.","5-year breast cancer-specific survival (treated with aromatase inhibitor)","survival time, response to aromatase inhibitor, breast carcinoma",'-,"8817 European",'-,0,NA
"Morra A",GCST90029064,2021-08-18,"Breast Cancer Res","Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.","5-year breast cancer-specific survival (treated with Cyclophosphamide Methotrexate Fluorouracil (CMF)-like chemotherapy regimen)","survival time, response to combination chemotherapy, breast carcinoma",'-,"2344 European",'-,0,NA
"Morra A",GCST90029065,2021-08-18,"Breast Cancer Res","Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.","5-year breast cancer-specific survival (treated with taxane)","survival time, breast carcinoma, response to taxane",'-,"5463 European",'-,0,NA
"Morra A",GCST90029066,2021-08-18,"Breast Cancer Res","Association of germline genetic variants with breast cancer-specific survival in patient subgroups defined by clinic-pathological variables related to tumor biology and type of systemic treatment.","5-year breast cancer-specific survival (treated with anthracyclines)","survival time, breast carcinoma, response to anthracycline-based chemotherapy",'-,"10393 European",'-,0,NA
"Fagerholm R",GCST004229,2017-03-14,Oncotarget,"TP53-based interaction analysis identifies cis-eQTL variants for TP53BP2, FBXO28, and FAM53A that associate with survival and treatment outcome in breast cancer.","Survival in breast cancer (TP53 expression interaction)","overall survival, breast carcinoma, TP53 mutation status",'-,"572 European","4610 European",0,NA
"Kar SP",GCST010797,2016-07-17,"Cancer Discov","Genome-Wide Meta-Analyses of Breast, Ovarian, and Prostate Cancer Association Studies Identify Multiple New Susceptibility Loci Shared by at Least Two Cancer Types.","Breast cancer, ovarian cancer or prostate cancer (pleiotropy)","prostate carcinoma, breast carcinoma, ovarian carcinoma",'-,"228770 European",'-,18,NA
