"First author","Study accession","Publication date",Journal,Title,"Reported trait",Trait(s),"Background trait(s)","Discovery sample number and ancestry","Replication sample number and ancestry","Association count","Summary statistics"
"Kenny EE",GCST001438,2012-03-08,"PLoS Genet","A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.","Crohn's disease","Crohn's disease",'-,"2994 European","3095 European",17,NA
"Somineni HK",GCST90093116,2021-02-17,"Am J Hum Genet","Whole-genome sequencing of African Americans implicates differential genetic architecture in inflammatory bowel disease.","Crohn's disease","Crohn's disease",'-,"2979 African American or Afro-Caribbean",'-,1,NA
"Backman JD",GCST90080231,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K50.9: Crohn's disease, unspecified","Crohn's disease",'-,"387925 European",'-,0,"FTP Download"
"Backman JD",GCST90080230,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K50.1: Crohn's disease of large intestine","Crohn's disease",'-,"387930 European",'-,0,"FTP Download"
"Backman JD",GCST90080232,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K50: Crohn's disease [regional enteritis]","Crohn's disease",'-,"387592 European",'-,0,"FTP Download"
"Garcia-Etxebarria K",GCST90020071,2022-03-01,"Sci Rep","Local genetic variation of inflammatory bowel disease in Basque population and its effect in risk prediction.","Crohn's disease","Crohn's disease",'-,"1219 European",'-,15,"FTP Download"
"Backman JD",GCST90077869,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Crohns disease","Crohn's disease",'-,"331754 European",'-,0,"FTP Download"
"Backman JD",GCST90084218,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K50: Crohn's disease [regional enteritis] (Gene-based burden)","Crohn's disease",'-,"387592 European",'-,0,"FTP Download"
"Backman JD",GCST90084216,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K50.1: Crohn's disease of large intestine (Gene-based burden)","Crohn's disease",'-,"387930 European",'-,0,"FTP Download"
"Backman JD",GCST90084217,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K50.9: Crohn's disease, unspecified (Gene-based burden)","Crohn's disease",'-,"387925 European",'-,0,"FTP Download"
"Backman JD",GCST90077870,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K50: crohns disease","Crohn's disease",'-,"329052 European",'-,0,"FTP Download"
"Backman JD",GCST90081855,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","Crohns disease (Gene-based burden)","Crohn's disease",'-,"331754 European",'-,0,"FTP Download"
"Backman JD",GCST90081856,2021-10-18,Nature,"Exome sequencing and analysis of 454,787 UK Biobank participants. ","ICD10 K50: crohns disease (Gene-based burden)","Crohn's disease",'-,"329052 European",'-,0,"FTP Download"
"Yang SK",GCST002094,2013-07-14,Gut,"Genome-wide association study of Crohn's disease in Koreans revealed three new susceptibility loci and common attributes of genetic susceptibility across ethnic populations.","Crohn's disease","Crohn's disease",'-,"1265 East Asian","3488 East Asian",8,NA
"Julià A",GCST001652,2012-08-30,Gut,"A genome-wide association study on a southern European population identifies a new Crohn's disease susceptibility locus at RBX1-EP300.","Crohn's disease","Crohn's disease",'-,"2765 European","2761 European",10,NA
"Ostrowski J",GCST003959,2016-12-23,"Sci Rep","Genetic architecture differences between pediatric and adult-onset inflammatory bowel diseases in the Polish population.","Crohn's disease","Crohn's disease",'-,"1172 European","523 European",9,NA
"de Lange KM",GCST004132,2017-01-09,"Nat Genet","Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease.","Crohn's disease","Crohn's disease",'-,"40266 European, NR",'-,119,"FTP Download&nbsp;&nbsp;or&nbsp;&nbsp;API access"
"Liu JZ",GCST003044,2015-07-20,"Nat Genet","Association analyses identify 38 susceptibility loci for inflammatory bowel disease and highlight shared genetic risk across populations.","Crohn's disease","Crohn's disease",'-,"20883 European","41309 European1174 South Asian5409 East Asian493 Greater Middle Eastern (Middle Eastern, North African or Persian)",165,"FTP Download&nbsp;&nbsp;or&nbsp;&nbsp;API access"
"Jung ES",GCST003360,2016-02-18,"Inflamm Bowel Dis","HLA-C*01 is a Risk Factor for Crohn's Disease.","Crohn's disease","Crohn's disease",'-,"2644 East Asian","1308 East Asian",5,NA
"Yang SK",GCST008485,2015-01-01,"Inflamm Bowel Dis","Immunochip analysis identification of 6 additional susceptibility loci for Crohn's disease in Koreans.","Crohn's disease","Crohn's disease",'-,"1183 South Asian","1925 South Asian",6,NA
"Kakuta Y",GCST007216,2018-11-29,"J Crohns Colitis","A genome-wide association study identifying RAP1A as a novel susceptibility gene for Crohn's disease in Japanese individuals. ","Crohn's disease","Crohn's disease",'-,"2796 East Asian","1622 East Asian",9,NA
"Huang C",GCST008730,2015-11-01,Gastroenterology,"Characterization of genetic loci that affect susceptibility to inflammatory bowel diseases in African Americans.","Crohn's disease","Crohn's disease",'-,"2885 African American or Afro-Caribbean",'-,1,NA
"Kakuta Y",GCST010577,2020-06-24,"Sci Rep","An Integrated Genomic and Transcriptomic Analysis Reveals Candidates of Susceptibility Genes for Crohn's Disease in Japanese Populations.","Crohn's disease","Crohn's disease",'-,"2776 East Asian",'-,24,NA
"Jung S",GCST90103738,2022-05-05,"Hum Mol Genet","Identification of shared loci associated with both Crohn's disease and leprosy in east Asians. ","Crohn's disease","Crohn's disease",'-,"6040 East Asian","1226 East Asian",5,"FTP Download"
"Jiang L",GCST90044153,2021-11-04,"Nat Genet","A generalized linear mixed model association tool for biobank-scale data. ","Regional enteritis (PheCode 555.1)","Crohn's disease",'-,"456348 European",'-,0,"FTP Download"
"Garcia-Etxebarria K",GCST90179123,2022-08-29,"Cancers (Basel)","Performance of the Use of Genetic Information to Assess the Risk of Colorectal Cancer in the Basque Population.","Colorectal cancer vs inflammatory bowel disease","colorectal cancer, inflammatory bowel disease",'-,"1327 European",'-,11,NA
"Yadav P",GCST90137951,2017-05-12,Gastroenterology,"Genetic Factors Interact With Tobacco Smoke to Modify Risk for Inflammatory Bowel Disease in Humans and Mice.","Inflammatory bowel disease x smoking status (never vs ever smoking) interaction","smoking status measurement, inflammatory bowel disease",'-,"24622 NR",'-,1,NA
"Yadav P",GCST90137954,2017-05-12,Gastroenterology,"Genetic Factors Interact With Tobacco Smoke to Modify Risk for Inflammatory Bowel Disease in Humans and Mice.","Inflammatory bowel disease x smoking status (never vs current smoking) interaction","smoking status measurement, inflammatory bowel disease",'-,"24622 NR",'-,2,NA
"Yadav P",GCST90137957,2017-05-12,Gastroenterology,"Genetic Factors Interact With Tobacco Smoke to Modify Risk for Inflammatory Bowel Disease in Humans and Mice.","Inflammatory bowel disease x smoking status (never vs former smoking) interaction","smoking status measurement, inflammatory bowel disease",'-,"24622 NR",'-,4,NA
"Ellinghaus D",GCST001615,2012-07-23,Hepatology,"Genome-wide association analysis in primary sclerosing cholangitis and ulcerative colitis identifies risk loci at GPR35 and TCF4.","Sclerosing cholangitis and ulcerative colitis (combined)","ulcerative colitis, sclerosing cholangitis",'-,"4356 European","17115 NR",2,NA
"Peyrot WJ",GCST90016625,2021-03-08,"Nat Genet","Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.","Ulcerative colitis vs rheumatoid arthritis (ordinary least squares (OLS))","rheumatoid arthritis, ulcerative colitis",'-,"15843 NR","16165 NR",15,"FTP Download"
"Yadav P",GCST90137950,2017-05-12,Gastroenterology,"Genetic Factors Interact With Tobacco Smoke to Modify Risk for Inflammatory Bowel Disease in Humans and Mice.","Ulcerative colitis x smoking status (never vs ever smoking) interaction","smoking status measurement, ulcerative colitis",'-,"13766 NR",'-,1,NA
"Yadav P",GCST90137953,2017-05-12,Gastroenterology,"Genetic Factors Interact With Tobacco Smoke to Modify Risk for Inflammatory Bowel Disease in Humans and Mice.","Ulcerative colitis x smoking status (never vs current smoking) interaction","smoking status measurement, ulcerative colitis",'-,"13766 NR",'-,7,NA
"Yadav P",GCST90137956,2017-05-12,Gastroenterology,"Genetic Factors Interact With Tobacco Smoke to Modify Risk for Inflammatory Bowel Disease in Humans and Mice.","Ulcerative colitis x smoking status (never vs former smoking) interaction","smoking status measurement, ulcerative colitis",'-,"13766 NR",'-,1,NA
"Franke A",GCST000212,2008-07-21,Gastroenterology,"Genome-wide association analysis in sarcoidosis and Crohn's disease unravels a common susceptibility locus on 10p12.2.","Crohn's disease and sarcoidosis (combined)","obsolete_sarcoidosis, Crohn's disease",'-,"1174 European","2408 European",1,NA
"Festen EA",GCST000955,2011-01-27,"PLoS Genet","A meta-analysis of genome-wide association scans identifies IL18RAP, PTPN2, TAGAP, and PUS10 as shared risk loci for Crohn's disease and celiac disease.","Crohn's disease and celiac disease","celiac disease, Crohn's disease",'-,"10249 European","11367 European",2,NA
"Ellinghaus D",GCST001473,2012-04-06,"Am J Hum Genet","Combined analysis of genome-wide association studies for Crohn disease and psoriasis identifies seven shared susceptibility loci.","Crohn's disease and psoriasis","psoriasis, Crohn's disease",'-,"15131 European","17360 European",4,NA
"González-Serna D",GCST010124,2020-02-05,"Sci Rep","A cross-disease meta-GWAS identifies four new susceptibility loci shared between systemic sclerosis and Crohn's disease.","Crohn's disease or systemic sclerosis","systemic scleroderma, Crohn's disease",'-,"11657 European","13233 European",4,NA
"O'Donnell S",GCST007497,2019-02-25,"Inflamm Bowel Dis","The Unsolved Link of Genetic Markers and Crohn's Disease Progression: A North American Cohort Experience.","Crohn's disease (time to progression)","disease progression measurement, Crohn's disease",'-,"662 European",'-,12,NA
"O'Donnell S",GCST007498,2019-02-25,"Inflamm Bowel Dis","The Unsolved Link of Genetic Markers and Crohn's Disease Progression: A North American Cohort Experience.","Crohn's disease (time to first abdominal surgery)","disease progression measurement, Crohn's disease",'-,"1360 European",'-,7,NA
"O'Donnell S",GCST007499,2019-02-25,"Inflamm Bowel Dis","The Unsolved Link of Genetic Markers and Crohn's Disease Progression: A North American Cohort Experience.","Crohn's disease (indolent vs progressive)","disease progression measurement, Crohn's disease",'-,"1263 European",'-,15,NA
"Peyrot WJ",GCST90016610,2021-03-08,"Nat Genet","Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.","Crohn's disease vs rheumatoid arthritis (ordinary least squares (OLS))","rheumatoid arthritis, Crohn's disease",'-,"14831 NR","20080 NR",24,"FTP Download"
"Jung S",GCST90103739,2022-05-05,"Hum Mol Genet","Identification of shared loci associated with both Crohn's disease and leprosy in east Asians. ","Crohn's disease or Leprosy","leprosy, Crohn's disease",'-,"10980 East Asian",'-,2,"FTP Download"
"Jung S",GCST90103740,2022-05-05,"Hum Mol Genet","Identification of shared loci associated with both Crohn's disease and leprosy in east Asians. ","Crohn's disease or Leprosy (opposite effect)","leprosy, Crohn's disease",'-,"10980 East Asian",'-,9,"FTP Download"
"Yadav P",GCST90137949,2017-05-12,Gastroenterology,"Genetic Factors Interact With Tobacco Smoke to Modify Risk for Inflammatory Bowel Disease in Humans and Mice.","Crohn's disease x smoking status (never vs ever smoking) interaction","smoking status measurement, Crohn's disease",'-,"15743 NR",'-,2,NA
"Yadav P",GCST90137952,2017-05-12,Gastroenterology,"Genetic Factors Interact With Tobacco Smoke to Modify Risk for Inflammatory Bowel Disease in Humans and Mice.","Crohn's disease x smoking status (never vs current smoking) interaction","smoking status measurement, Crohn's disease",'-,"15743 NR",'-,3,NA
"Yadav P",GCST90137955,2017-05-12,Gastroenterology,"Genetic Factors Interact With Tobacco Smoke to Modify Risk for Inflammatory Bowel Disease in Humans and Mice.","Crohn's disease x smoking status (never vs former smoking) interaction","smoking status measurement, Crohn's disease",'-,"15743 NR",'-,1,NA
"Trochet H",GCST008910,2019-03-28,"Genet Epidemiol","Bayesian meta-analysis across genome-wide association studies of diverse phenotypes.","Multiple traits (pleiotropy)","Barrett's esophagus, cardioembolic stroke, ankylosing spondylitis, psoriasis, pneumococcal bacteremia, mathematical ability, Parkinson disease, multiple sclerosis, bacteriemia, small vessel stroke, reading, schizophrenia, psychosis, large artery stroke, visceral Leishmaniasis, obsolete_glaucoma, ulcerative colitis, response to metformin",'-,"1970 Hispanic or Latin American53842 European4213 Sub-Saharan African2078 South Asian",'-,0,NA
